Course Code,Division,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,II,NP,PP,Total
SOM604,Main,4.0,15.0,,,40.0,27.0,14.0,13.0,5.0,,,,,,118
SOM605,Main,22.0,37.0,,,47.0,11.0,1.0,,,,,,,,118
SOM606,Main,1.0,11.0,,,26.0,47.0,17.0,16.0,,,,,,,118
SOM607,Main,3.0,14.0,,,38.0,30.0,16.0,8.0,8.0,,,1.0,,,118
SOM608,Main,,22.0,,,67.0,29.0,,,,,,,,,118
SOM609,Main,15.0,23.0,,,45.0,27.0,7.0,1.0,,,,,,,118
SOM610,Main,6.0,18.0,,,42.0,33.0,19.0,,,,,,,,118
SOM611,Main,3.0,26.0,,,52.0,18.0,13.0,8.0,,,,,,,120
SOM620,Main,1.0,15.0,,,20.0,15.0,2.0,,,,2.0,,,,55
SOM622,Main,16.0,30.0,1.0,,13.0,1.0,,,,,,,,,61
SOM624,Main,3.0,6.0,,,5.0,6.0,4.0,,,,,,,,24
SOM625,Main,,,,,,,,,,,,,,129.0,129
SOM626,Main,,1.0,,,1.0,1.0,,,,,,,,,3
SOM634,Main,5.0,10.0,,,13.0,20.0,13.0,2.0,,,,,,,63
SOM636,Main,8.0,14.0,1.0,,18.0,16.0,4.0,2.0,,,,,,,63
SOM642,Main,10.0,23.0,,,28.0,4.0,1.0,1.0,,,,,,,67
SOM643,Main,3.0,8.0,,,11.0,9.0,19.0,6.0,,,,,,,56
SOM650,Main,3.0,4.0,,,11.0,6.0,8.0,2.0,,,,,,,34
SOM651,Main,1.0,3.0,,,3.0,8.0,3.0,4.0,,,,,,,22
SOM653,Main,3.0,6.0,,,9.0,6.0,2.0,2.0,,,,,,,28
SOM654,Main,,7.0,,,9.0,15.0,5.0,,,,,,,,36
SOM655,Main,3.0,5.0,,,7.0,10.0,13.0,2.0,,,,,,,40
SOM663,Main,5.0,22.0,,,17.0,,,,,,,,,,44
SOM671,Main,7.0,15.0,,1.0,7.0,4.0,2.0,,,,,,,,36
SOM675,Main,13.0,8.0,,,2.0,6.0,,,,,,,,,29
SOM686,Main,2.0,14.0,1.0,,19.0,10.0,9.0,5.0,1.0,,,,,,61
SOM690,Main,4.0,17.0,,,26.0,7.0,4.0,,,,1.0,,,,59
SOM697,Main,5.0,20.0,,,20.0,12.0,,,,,,,,,57
SOM698,Main,3.0,3.0,,,12.0,24.0,13.0,2.0,,,,,,,57
SOM703,Main,9.0,21.0,,,25.0,5.0,,,,,,,,,60
SOM705,Main,14.0,21.0,,,9.0,7.0,1.0,,,,,,,,52
SOM709,Main,9.0,16.0,,,21.0,11.0,8.0,,,,,,,,65
SOM717,Main,4.0,8.0,,1.0,9.0,10.0,4.0,3.0,,,,,,,39
SOM725,Main,6.0,15.0,,,8.0,3.0,,,,,,,,,32
SOM726,Main,5.0,16.0,,1.0,4.0,3.0,,,,,,,,,29
SOM727,Main,2.0,3.0,,,3.0,2.0,,,,,,,,,10
SOM729,Main,3.0,7.0,,,4.0,2.0,,,,,,,,,16
SOM738,Main,6.0,9.0,,,25.0,16.0,,,,,,,,,56
SOM739,Main,4.0,6.0,,,13.0,9.0,2.0,,,,,,,,34
SOM787,Main,4.0,5.0,,4.0,3.0,1.0,,,,,,,,,17
SOM793,Main,2.0,,,,,,,,,,,,,,2
SOM804,Main,,1.0,,2.0,2.0,,,,,,,,,,5
SOM807,Main,6.0,7.0,,,9.0,2.0,,,,,,,,,24
SOM808,Main,9.0,7.0,,,6.0,2.0,,,,,,,,,24
SOM810,Main,5.0,3.0,,,8.0,7.0,1.0,,,,,,,,24
SOM811,Main,2.0,11.0,,,6.0,5.0,,,,,,,,,24
SOM814,Main,4.0,4.0,,,5.0,8.0,3.0,,,,,,,,24
SOM899,Main,,,,,,,,,,,,,,24.0,24
MM 219,S1,6.0,5.0,1.0,1.0,15.0,16.0,7.0,3.0,4.0,,1.0,,,,59
MM 219,S2,4.0,9.0,1.0,,16.0,17.0,5.0,5.0,3.0,,,,,,60
MM 221,Main,20.0,54.0,2.0,,30.0,8.0,,1.0,,,1.0,,,,116
MM 223,Main,13.0,23.0,1.0,,17.0,14.0,9.0,8.0,16.0,,14.0,,,,115
MM 226,Main,5.0,6.0,,,4.0,,1.0,,1.0,,1.0,,,,18
MM 329,Main,11.0,26.0,1.0,,30.0,19.0,17.0,14.0,13.0,7.0,1.0,6.0,,,145
MM 331,Main,9.0,16.0,1.0,,26.0,31.0,27.0,21.0,6.0,,8.0,2.0,,,147
MM 333,Main,6.0,11.0,,,19.0,20.0,30.0,19.0,16.0,,15.0,,,,136
MM 335,S1,14.0,20.0,,,17.0,13.0,3.0,,,,1.0,,,,68
MM 335,S2,12.0,17.0,,,14.0,16.0,3.0,3.0,,,3.0,,,,68
MM 341,S1,4.0,31.0,,,17.0,11.0,3.0,,1.0,,,,,,67
MM 341,S2,4.0,17.0,,,31.0,10.0,3.0,,1.0,,2.0,,,,68
MM 396,Main,,,,,,1.0,,,,,,3.0,,,4
MM 407,Main,4.0,5.0,,,4.0,8.0,2.0,5.0,1.0,,5.0,,,,34
MM 409,Main,,,,,,,,,,,1.0,,,,1
MM 417,Main,5.0,11.0,,1.0,8.0,7.0,2.0,3.0,,,,,,,37
MM 452,Main,4.0,5.0,,,2.0,3.0,4.0,3.0,1.0,,1.0,,,,23
MM 474,Main,5.0,8.0,,2.0,8.0,20.0,13.0,6.0,4.0,5.0,,4.0,,,75
MM 492,Main,4.0,5.0,,,,,,1.0,,,,,,,10
MM 494,Main,3.0,1.0,,,,,,,,,,,,,4
MM6102,Main,7.0,6.0,,,7.0,1.0,,1.0,,,1.0,,,,23
MM6103,Main,8.0,8.0,,,6.0,5.0,4.0,2.0,1.0,,4.0,,,,38
MM 611,Main,5.0,13.0,,,8.0,,,,,,,1.0,,,27
MM 612,Main,9.0,,,,,,,,,,,1.0,,,10
MM 621,Main,6.0,13.0,,,3.0,5.0,2.0,,1.0,,,1.0,,,31
MM 641,Main,3.0,3.0,,,2.0,,,,,,,1.0,,,9
MM 651,Main,12.0,18.0,,2.0,9.0,13.0,10.0,9.0,11.0,,,1.0,,,85
MM 654,Main,2.0,5.0,,,1.0,2.0,,,,,,,,,10
MM 659,Main,11.0,7.0,,,6.0,2.0,3.0,2.0,,,2.0,,,,33
MM 685,Main,11.0,18.0,2.0,,23.0,13.0,6.0,1.0,,,2.0,,,,76
MM 694,Main,10.0,9.0,,,6.0,2.0,1.0,,,,1.0,,,,29
MM 695,Main,3.0,5.0,,,3.0,8.0,7.0,5.0,1.0,,,,,,32
MM 699,Main,6.0,5.0,,,3.0,2.0,,,,,,,,,16
MM 713,Main,2.0,6.0,,1.0,6.0,3.0,,,,,1.0,,,,19
MM 717,Main,7.0,13.0,,1.0,4.0,8.0,2.0,1.0,,,2.0,,,,38
MM 719,Main,1.0,3.0,,,7.0,17.0,11.0,9.0,5.0,,22.0,,,,75
MM 721,Main,4.0,2.0,,5.0,1.0,1.0,2.0,,,,,,,,15
MM 722,Main,16.0,22.0,,,15.0,6.0,10.0,3.0,2.0,,7.0,,,,81
MM 729,Main,2.0,3.0,,1.0,4.0,4.0,1.0,,,,,,,,15
MM 730,Main,8.0,10.0,1.0,1.0,19.0,8.0,2.0,,2.0,,3.0,,,,54
MM 732,Main,28.0,36.0,,,27.0,7.0,2.0,1.0,,,1.0,2.0,,,104
MM 733,Main,29.0,4.0,,,2.0,1.0,1.0,,,,1.0,,,,38
MM 734,Main,4.0,4.0,,1.0,5.0,8.0,5.0,3.0,2.0,1.0,,,,,33
MM 735,Main,6.0,4.0,,,,,,,,,,,,,10
MM 747,Main,4.0,4.0,,1.0,3.0,2.0,,1.0,,,1.0,,,,16
MM 754,Main,9.0,9.0,,1.0,9.0,6.0,8.0,4.0,,,,1.0,,,47
MM 755,Main,3.0,1.0,,3.0,2.0,1.0,1.0,,,,2.0,,,,13
MM 759,Main,2.0,3.0,1.0,,11.0,10.0,10.0,9.0,3.0,,1.0,,,,50
MM 762,Main,5.0,11.0,1.0,4.0,15.0,3.0,3.0,1.0,3.0,,,,,,46
MM 763,Main,7.0,6.0,,,1.0,,,,,,,,,,14
MM 768,Main,15.0,18.0,,,,,,,,,,,,,33
MM 899,Main,,,,,,,,,,,,,9.0,71.0,80
MMS801,Main,10.0,4.0,,,5.0,1.0,,,,,,,,,20
PH 109,Main,31.0,18.0,,,7.0,3.0,1.0,,1.0,1.0,,,,,62
PH 113,Main,9.0,20.0,1.0,,7.0,7.0,4.0,4.0,3.0,,4.0,,,,59
PH 114,Main,4.0,13.0,1.0,,16.0,16.0,4.0,3.0,1.0,,,,,,58
PH 117,P13,18.0,25.0,,,18.0,7.0,1.0,4.0,4.0,,1.0,,,,78
PH 117,P14,49.0,15.0,,,6.0,5.0,,1.0,1.0,1.0,,,,,78
