Degree,Branch,Specialization,Year,Sem,Course Code,Course Name,Course Type,Credits
B.Tech.,Environmental Science and Engineering,N/A,2,Autumn,ES 201,Applied Environmental Microbiology and Ecology,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,2,Autumn,ES 225,Artificial Intelligence & Data Science,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,2,Autumn,ES 253,Environmental Microbiology Laboratory,Lab,4
B.Tech.,Environmental Science and Engineering,N/A,2,Autumn,ES 317,Fundamentals of Air Pollution Science and Engineering,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,2,Autumn,ES 351,Air Pollution Monitoring Laboratory,Lab,3
B.Tech.,Environmental Science and Engineering,N/A,2,Spring,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,2,Spring,ES 203,Water and Wastewater Engineering,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,2,Spring,ES 208,Mass Transfer Process in Environmental Systems,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,2,Spring,ES 252,Environmental Chemistry Lab,Lab,3
B.Tech.,Environmental Science and Engineering,N/A,2,Spring,ES 319,Computational Laboratory for Environmental Engineering,Lab,3
B.Tech.,Environmental Science and Engineering,N/A,2,Spring,ES 664,Environmental Systems Modelling,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,3,Autumn,ES 216,GIS Aided Environmental Planning and Management,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,3,Autumn,ES 308,Solid and Hazardous Waste Laboratory,Lab,3
B.Tech.,Environmental Science and Engineering,N/A,3,Autumn,ES 315,Solid Waste Management - Basic Principles and Technical Aspects,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,3,Autumn,ES 451,Field Studies,Theory,3
B.Tech.,Environmental Science and Engineering,N/A,3,Autumn,ES 657,Water Resources and Environmental Hydraulics”,Theory,6
B.Tech.,Mechanical Engineering,N/A,1,Autumn,BB 101,Biology,Theory,6
B.Tech.,Mechanical Engineering,N/A,1,Autumn,CH 105,Organic & Inorganic Chemistry,Theory,4
B.Tech.,Mechanical Engineering,N/A,1,Autumn,CH 107,Physical Chemistry,Theory,4
B.Tech.,Mechanical Engineering,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Mechanical Engineering,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Mechanical Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Mechanical Engineering,N/A,1,Autumn,MA 109,Calculus I,Theory,4
B.Tech.,Mechanical Engineering,N/A,1,Autumn,MA 111,Calculus II,Theory,4
B.Tech.,Mechanical Engineering,N/A,1,Autumn,ME 103,Mechanical Department Introductory Course I,Theory,6
B.Tech.,Mechanical Engineering,N/A,1,Autumn,ME 113,Workshop Practice,Lab,4
B.Tech.,Mechanical Engineering,N/A,1,Autumn,MS 101,Makerspace,Lab,8
B.Tech.,Mechanical Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Mechanical Engineering,N/A,1,Autumn,PH 107,Quantum Physics and Application,Theory,6
B.Tech.,Mechanical Engineering,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Mechanical Engineering,N/A,1,Spring,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Mechanical Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Mechanical Engineering,N/A,1,Spring,ME 104,Engineering Mechanics,Theory,6
B.Tech.,Mechanical Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Mechanical Engineering,N/A,1,Spring,PH 117,Physics Lab,Lab,3
B.Tech.,Mechanical Engineering,N/A,2,Autumn,EC 101,Economics,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Autumn,ES 250,Environmental Studies : Science and Engineering,Non-credit,3
B.Tech.,Mechanical Engineering,N/A,2,Autumn,HS 250,Environmental Studies,Non-credit,3
B.Tech.,Mechanical Engineering,N/A,2,Autumn,ME 209,Thermodynamics,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Autumn,ME 218,Solid Mechanics Lab,Lab,3
B.Tech.,Mechanical Engineering,N/A,2,Autumn,ME 221,Structural Materials,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Autumn,ME 223,Solid Mechanics and Strength of Materials,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Autumn,ME 225,Numerical Analysis,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Spring,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Spring,ME 213,Manufacturing Practice Lab,Lab,3
B.Tech.,Mechanical Engineering,N/A,2,Spring,ME 219,Fluid Mechanics,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Spring,ME 228,Applied Data Science and Machine Learning,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Spring,ME 230,Mechanical Processing of Materials,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Spring,ME 444,Analysis and Design of Mechanical Systems,Theory,6
B.Tech.,Mechanical Engineering,N/A,2,Spring,PH 111,Introduction to classical Physics,Theory,4
B.Tech.,Mechanical Engineering,N/A,3,Autumn,ME 224,Fluid Mechanics Lab,Lab,3
B.Tech.,Mechanical Engineering,N/A,3,Autumn,ME 306,Applied Thermodynamics,Theory,6
B.Tech.,Mechanical Engineering,N/A,3,Autumn,ME 311,Microprocessors and Automatic Control,Theory,6
B.Tech.,Mechanical Engineering,N/A,3,Autumn,ME 323,Thermal and Chemical processing of materials,Theory,6
B.Tech.,Mechanical Engineering,N/A,3,Autumn,ME 346,Heat Transfer,Theory,6
